datetime,value
2020-02-06 23:30,0.844
2020-02-06 23:45,0.844
2020-02-07 00:00,0.844
2020-02-07 00:15,0.845
2020-02-07 00:30,0.843
2020-02-07 00:45,0.842
2020-02-07 01:00,0.843
2020-02-07 01:15,0.842
2020-02-07 01:30,0.842
2020-02-07 01:45,0.842
2020-02-07 02:00,0.842
2020-02-07 02:15,0.842
2020-02-07 02:30,0.849
2020-02-07 02:45,0.861
2020-02-07 03:00,0.867
2020-02-07 03:15,0.886
2020-02-07 03:30,0.876
2020-02-07 03:45,0.885
2020-02-07 04:00,0.888
2020-02-07 04:15,0.880
2020-02-07 04:30,0.868
2020-02-07 04:45,0.855
2020-02-07 05:00,0.847
2020-02-07 05:15,0.844
2020-02-07 05:30,0.840
2020-02-07 05:45,0.839
2020-02-07 06:00,0.838
2020-02-07 06:15,0.838
2020-02-07 06:30,0.836
2020-02-07 06:45,0.835
2020-02-07 07:00,0.836
2020-02-07 07:15,0.836
2020-02-07 07:30,0.834
2020-02-07 07:45,0.834
2020-02-07 08:00,0.834
2020-02-07 08:15,0.833
2020-02-07 08:30,0.832
2020-02-07 08:45,0.832
2020-02-07 09:00,0.833
2020-02-07 09:15,0.832
2020-02-07 09:30,0.831
2020-02-07 09:45,0.832
2020-02-07 10:00,0.830
2020-02-07 10:15,0.830
2020-02-07 10:30,0.829
2020-02-07 10:45,0.829
2020-02-07 11:00,0.829
2020-02-07 11:15,0.829
2020-02-07 11:30,0.828
2020-02-07 11:45,0.826
2020-02-07 12:00,0.828
2020-02-07 12:15,0.826
2020-02-07 12:30,0.825
2020-02-07 12:45,0.826
2020-02-07 13:00,0.826
2020-02-07 13:15,0.825
2020-02-07 13:30,0.823
2020-02-07 13:45,0.823
2020-02-07 14:00,0.822
2020-02-07 14:15,0.820
2020-02-07 14:30,0.819
2020-02-07 14:45,0.822
2020-02-07 15:00,0.831
2020-02-07 15:15,0.848
2020-02-07 15:30,0.895
2020-02-07 15:45,0.918
2020-02-07 16:00,0.955
2020-02-07 16:15,0.952
2020-02-07 16:30,0.939
2020-02-07 16:45,0.945
2020-02-07 17:00,0.943
2020-02-07 17:15,0.884
2020-02-07 17:30,0.849
2020-02-07 17:45,0.832
2020-02-07 18:00,0.820
2020-02-07 18:15,0.815
2020-02-07 18:30,0.811
2020-02-07 18:45,0.808
2020-02-07 19:00,0.807
2020-02-07 19:15,0.805
2020-02-07 19:30,0.804
2020-02-07 19:45,0.805
2020-02-07 20:00,0.806
2020-02-07 20:15,0.804
2020-02-07 20:30,0.804
2020-02-07 20:45,0.804
2020-02-07 21:00,0.801
2020-02-07 21:15,0.802
2020-02-07 21:30,0.802
2020-02-07 21:45,0.801
2020-02-07 22:00,0.804
2020-02-07 22:15,0.805
2020-02-07 22:30,0.802
2020-02-07 22:45,0.799
2020-02-07 23:00,0.794
2020-02-07 23:15,0.791
2020-02-07 23:30,0.789
2020-02-07 23:45,0.788
2020-02-08 00:00,0.791
2020-02-08 00:15,0.792
2020-02-08 00:30,0.793
2020-02-08 00:45,0.796
2020-02-08 01:00,0.796
2020-02-08 01:15,0.796
2020-02-08 01:30,0.797
2020-02-08 01:45,0.796
2020-02-08 02:00,0.796
2020-02-08 02:15,0.796
2020-02-08 02:30,0.796
2020-02-08 02:45,0.799
2020-02-08 03:00,0.803
2020-02-08 03:15,0.817
2020-02-08 03:30,0.996
2020-02-08 03:45,0.971
2020-02-08 04:00,1.025
2020-02-08 04:15,1.036
2020-02-08 04:30,1.002
2020-02-08 04:45,1.039
2020-02-08 05:00,1.049
2020-02-08 05:15,0.980
2020-02-08 05:30,0.901
2020-02-08 05:45,0.846
2020-02-08 06:00,0.818
2020-02-08 06:15,0.807
2020-02-08 06:30,0.802
2020-02-08 06:45,0.798
2020-02-08 07:00,0.796
2020-02-08 07:15,0.794
2020-02-08 07:30,0.793
2020-02-08 07:45,0.793
2020-02-08 08:00,0.792
2020-02-08 08:15,0.792
2020-02-08 08:30,0.791
2020-02-08 08:45,0.792
2020-02-08 09:00,0.791
2020-02-08 09:15,0.790
2020-02-08 09:30,0.790
2020-02-08 09:45,0.790
2020-02-08 10:00,0.790
2020-02-08 10:15,0.790
2020-02-08 10:30,0.791
2020-02-08 10:45,0.790
2020-02-08 11:00,0.790
2020-02-08 11:15,0.787
2020-02-08 11:30,0.788
2020-02-08 11:45,0.787
2020-02-08 12:00,0.787
2020-02-08 12:15,0.784
2020-02-08 12:30,0.784
2020-02-08 12:45,0.782
2020-02-08 13:00,0.781
2020-02-08 13:15,0.780
2020-02-08 13:30,0.779
2020-02-08 13:45,0.778
2020-02-08 14:00,0.780
2020-02-08 14:15,0.777
2020-02-08 14:30,0.775
2020-02-08 14:45,0.774
2020-02-08 15:00,0.772
2020-02-08 15:15,0.779
2020-02-08 15:30,0.920
2020-02-08 15:45,1.030
2020-02-08 16:00,1.204
2020-02-08 16:15,1.444
2020-02-08 16:30,1.412
2020-02-08 16:45,1.252
2020-02-08 17:00,1.248
2020-02-08 17:15,1.238
2020-02-08 17:30,1.173
2020-02-08 17:45,1.126
2020-02-08 18:00,1.008
2020-02-08 18:15,0.922
2020-02-08 18:30,0.851
2020-02-08 18:45,0.825
2020-02-08 19:00,0.803
2020-02-08 19:15,0.791
2020-02-08 19:30,0.787
2020-02-08 19:45,0.784
2020-02-08 20:00,0.785
2020-02-08 20:15,0.787
2020-02-08 20:30,0.788
2020-02-08 20:45,0.789
2020-02-08 21:00,0.792
2020-02-08 21:15,0.791
2020-02-08 21:30,0.793
2020-02-08 21:45,0.794
2020-02-08 22:00,0.795
2020-02-08 22:15,0.795
2020-02-08 22:30,0.793
2020-02-08 22:45,0.795
2020-02-08 23:00,0.791
2020-02-08 23:15,0.790
2020-02-08 23:30,0.789
2020-02-08 23:45,0.787
2020-02-09 00:00,0.783
2020-02-09 00:15,0.782
2020-02-09 00:30,0.781
2020-02-09 00:45,0.780
2020-02-09 01:00,0.779
2020-02-09 01:15,0.779
2020-02-09 01:30,0.777
2020-02-09 01:45,0.778
